UUID;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;URI;VOCAB_LABEL;LAT;LNG;PLACE_TYPE;VERIFICATION_STATUS;TAGS;COMMENTS
bc2c884b-d1b1-4d0b-be7d-a0bbf599afc6;Σαρδὼ;char-offset:3716;PLACE;http://pleiades.stoa.org/places/472014;Sardinia (island);40.07256202831716;8.897134151294493;island;VERIFIED;natural feature|island;
be0b0e42-642f-48fb-a116-e656fb8e9045;Λιβύην κάτω;char-offset:3733;PLACE;http://pleiades.stoa.org/places/991388;Libya Inferior;32.5;27.5;province;VERIFIED;region;
676fa1c6-4d33-4f53-8a5d-5554d0d1410e;Τυρρηνικὸν δὲ τὸ μέχρι Σικελίας λῆγον ἀρχόμενον ἀπὸ τῶν Λιγυστικῆς
ἄκρων;char-offset:3746;;;;;;;;;place definition: beginning and end of the Tyrrhenum mare.
4fe0a605-3eb9-4210-b1b6-ebedb556df0e;Τυρρηνικὸν;char-offset:3746;PLACE;http://pleiades.stoa.org/places/1356;Tyrrhenum/Inferum Mare;41.664192791693274;12.054850937614777;water-open;VERIFIED;natural feature|water mass|sea;
cb609726-8e62-4905-81e8-2b23d135d4ee;Σικελίας;char-offset:3769;PLACE;http://pleiades.stoa.org/places/462492;Sicilia (island);37.47230988464223;14.258442358012013;island;VERIFIED;natural feature|island;
516e336d-06e4-49d9-a284-ede66036ac12;τῶν Λιγυστικῆς
ἄκρων;char-offset:3798;PLACE;;;;;;UNVERIFIED;natural feature|promontory;
182918df-6442-4f0a-abe1-0ce5e8c9c0a6;Λιγυστικῆς;char-offset:3802;PLACE;http://pleiades.stoa.org/places/383698;Liguria;44.22656549434755;9.235707726672372;region;VERIFIED;region;
37cd6ac0-16cf-42b8-be6c-5cdeb33b8ae8;Λιβυκόν;char-offset:3825;PLACE;http://pleiades.stoa.org/places/716590;Libycum Mare;31.5;25.5;water-open;VERIFIED;natural feature|water mass|sea;
8c605338-84ae-45d8-ac09-1e2a1af3b1c2;Κρητικὸν;char-offset:3839;PLACE;http://pleiades.stoa.org/places/589749;Creticum Mare;35.75;24.75;water-open;VERIFIED;natural feature|water mass|sea;
915f63f6-9f0d-41e0-b2ef-af254cb43361;Σικελικὸν;char-offset:3852;PLACE;http://pleiades.stoa.org/places/1282;Siculum/Ausonium Mare;37.5;17.5;water-open;VERIFIED;natural feature|water mass|sea;
d8659353-d12f-49aa-aa02-6045e8bb890d;Ἰόνιον;char-offset:3866;PLACE;http://pleiades.stoa.org/places/1046;Ionium Mare;39.03244647555555;19.674861075555555;water-open;VERIFIED;natural feature|water mass|sea;
4058abc9-51c8-4b73-8569-dfed2530ccd3;Ἀδρίαν;char-offset:3877;PLACE;http://pleiades.stoa.org/places/1043;Internum Mare;36.79091450972222;16.501668473611108;water-open;VERIFIED;natural feature|water mass|sea;
5d861de6-3781-45db-8d20-9236472be7f9;Κορινθιακὸν κόλπον;char-offset:3943;PLACE;http://pleiades.stoa.org/places/570181;Corinthiacus Sinus;38.175407050000004;22.395744800000003;water-open;VERIFIED;natural feature|water mass|gulf;
18408345-6e2a-422b-8e0f-e915356f5aa5;Κορινθιακὸν κόλπον ἤτοι Ἀλκυονίδα θάλασσαν;char-offset:3943;PLACE;;;;;;UNVERIFIED;;
730ebf61-187d-4173-8b22-c33fd8587425;Ἀλκυονίδα;char-offset:3967;PLACE;http://pleiades.stoa.org/places/570181;Corinthiacus Sinus;38.175407050000004;22.395744800000003;water-open;VERIFIED;natural feature|water mass|gulf;
3258dad0-c437-4739-a806-b8dbe78f2b0f;Ἀλκυονίδα θάλασσαν;char-offset:3967;PLACE;;;;;;UNVERIFIED;;
44b3c3b7-37e5-404f-807f-0d3e787057a9;Σουνίῳ;char-offset:3993;PLACE;http://pleiades.stoa.org/places/580108;Sounion Pr.;37.625;24.125;cape;VERIFIED;natural feature|promontory;
19daee5e-f69e-4b0c-9991-c8e6e191bccd;Σκυλλαίῳ;char-offset:4004;PLACE;http://pleiades.stoa.org/places/452438;Scyllaeum Pr.|Scyllaeum Pr., Rocca di Scilla;38.25615;15.7145;cape;VERIFIED;natural feature|promontory;
6a0a1093-738e-45a5-ad2f-298d62136ad2;πέλαγος Σαρωνικόν;char-offset:4026;PLACE;;;;;;UNVERIFIED;;
fb5bc1a7-2911-46be-9eb4-15c374645807;Σαρωνικόν;char-offset:4034;PLACE;http://pleiades.stoa.org/places/570654;Saronicus Sinus;37.77606943333334;23.46300815833333;water-open;VERIFIED;natural feature|water mass|sea;
40f69546-5f38-430b-82e3-661beb4d9c27;Μυρτῶον;char-offset:4050;PLACE;http://pleiades.stoa.org/places/570495;Myrtoion Mare;37.0;24.0;water-open;VERIFIED;natural feature|water mass|sea;
c91905ab-248e-4790-9c74-745b6b464509;Ἰκάριον;char-offset:4062;PLACE;http://pleiades.stoa.org/places/599668;Ikarion Mare;37.5;26.333333;water-open;VERIFIED;natural feature|water mass|sea;
af494d57-41c5-426a-87f9-334109496536;Κυκλάδες;char-offset:4078;PLACE;http://pleiades.stoa.org/places/560353;Cyclades Islands;37.03698029599999;25.164844648000003;island,archipelago;VERIFIED;natural feature|island;
c66bd639-cd62-4969-92ec-296753c2aafe;Καρπάθιον;char-offset:4093;PLACE;http://pleiades.stoa.org/places/599691;Karpathion Mare;36.688179500000004;27.372838499999997;water-open;VERIFIED;natural feature|water mass|sea;
5ac28923-46f3-4641-a551-2c9e4d22e6c2;Παμφύλιον;char-offset:4107;PLACE;http://pleiades.stoa.org/places/639035;Pamphylium Mare;36.5345001;30.66370135;water-open;VERIFIED;natural feature|water mass|sea;
0245ee78-56a7-445e-a49c-a66ebc48df32;Αἰγύπτιον;char-offset:4121;PLACE;http://pleiades.stoa.org/places/727067;Aegyptium Mare;31.15802;32.68554;water-open;VERIFIED;natural feature|water mass|sea;
a20fa9d5-361b-465a-a72a-356913ed7d4c;ὑπὲρ δὲ τὸ Ἰκάριον ἑξῆς ἀναχεῖται τὸ Αἰγαῖον;char-offset:4132;;;;;;;;;place relative location: beginning of the Aegean Sea.
f16113ae-bd8d-446a-a78c-5aa81dee3aff;Ἰκάριον;char-offset:4143;PLACE;http://pleiades.stoa.org/places/599668;Ikarion Mare;37.5;26.333333;water-open;VERIFIED;natural feature|water mass|sea;
77fcec8e-fc8c-44fe-82ca-f5d653921634;Αἰγαῖον;char-offset:4169;PLACE;http://pleiades.stoa.org/places/560221;Aegaeum Mare;37.42245628773585;25.8829628235849;water-open;VERIFIED;natural feature|water mass|sea;
969b95b1-67af-4cb1-ba81-c601c76eed6d;Εὐρώπης;char-offset:4194;PLACE;http://pleiades.stoa.org/places/536074;Europe;;;unlocated;VERIFIED;concept|continent;
03fa853e-d69b-454a-b011-a9318bdc01a0;Τανάιδος ποταμοῦ;char-offset:4216;PLACE;;;;;;UNVERIFIED;;
93065c52-bf8a-40a2-bf52-d19a094b74e0;Τανάιδος;char-offset:4216;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
d5338545-d194-4e5f-9c1f-0c6be87b0eab;Ἡρακλείων;char-offset:4245;PERSON;;;;;;;;
6729505f-b2f4-4291-aba1-d78f306f93df;Ἡρακλείων στηλῶν;char-offset:4245;PLACE;http://pleiades.stoa.org/places/275614;Columnae Herculis;35.9358335;-5.384583;cape;VERIFIED;;
1ebcd4bf-f93b-4dce-92d4-cc7535878db5;στηλῶν;char-offset:4255;PLACE;;;;;;UNVERIFIED;;
a18feb4c-aeda-4b40-8718-bf1d9f994be2;Λιβύης;char-offset:4299;PLACE;http://pleiades.stoa.org/places/716588;Libya;31.5;26.5;region;VERIFIED;concept|continent;
29616130-c4ac-4ab4-88ef-959b204844e1;Τιγγὸς;char-offset:4310;PLACE;http://pleiades.stoa.org/places/275736;Tingi|Tingis/Tingi, Tanger;35.787168;-5.810419;settlement,port;VERIFIED;settlement;
836e2828-0e82-4f46-87e4-6abe656cec07;στόματος Κανωβικοῦ;char-offset:4321;PLACE;http://pleiades.stoa.org/places/727137;Kanobikon Stoma;19.211408766666665;30.567329633333333;river;VERIFIED;natural feature|water mass;
e468da1b-f847-4dd9-99a8-abc96c374887;Ἀσίας;char-offset:4379;PLACE;http://pleiades.stoa.org/places/981509;Asia;37.5;27.5;province;VERIFIED;concept|continent;
b39c5247-3e88-48e6-bb24-52a26c057b1d;Κανώβου;char-offset:4389;PLACE;http://pleiades.stoa.org/places/727097;Canopus|Kanopos/Kanobos/Canopus, Abuqir;31.320896;30.063645;settlement;VERIFIED;settlement;
04552740-7e7e-4f7e-94f2-11f428e3d0ef;Τανάιδος;char-offset:4401;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
96424374-84dd-4c46-98b7-75e5ac190c26;Τανάιδος ποταμοῦ;char-offset:4401;PLACE;;;;;;UNVERIFIED;;
afd50d3d-34b1-4414-9bb0-c14840f5b348;τῶν κόλπων;char-offset:4423;PLACE;;;;;;UNVERIFIED;natural feature|water mass|gulf;
db23f870-f177-49e2-8062-cc583dd9cdf4;κόλποις;char-offset:4492;PLACE;;;;;;UNVERIFIED;natural feature|water mass|gulf;
29292a6c-833c-47df-b977-e73a65ccaa4a;οἰκουμένης;char-offset:4514;PLACE;;;;;;UNVERIFIED;concept;
b38528e0-cafb-4464-9549-4668d05d5d66;Μαιώτιδος λίμνης;char-offset:4574;PLACE;;;;;;UNVERIFIED;;
3428c5a9-206b-47e1-be34-ef496c1b1c78;Μαιώτιδος;char-offset:4574;PLACE;http://pleiades.stoa.org/places/825318;Maeotis;45.814417000000006;35.862586;water-open;VERIFIED;natural feature|water mass|lake;
a09fb0a0-431b-4693-9709-6956c836b8f2;τὸ δὲ στόμα ὁ Κιμμέριος Βόσπορος;char-offset:4619;PLACE;;;;;;UNVERIFIED;natural feature;
9a5e4525-a0b1-4a20-93d1-7991b4c569e5;Κιμμέριος Βόσπορος;char-offset:4633;PLACE;http://pleiades.stoa.org/places/854675;Cimmerius Bosp(h)orus;45.35;36.65;water-open;VERIFIED;natural feature;
b3688da6-7238-4222-850b-92be9d1ece39;Πόντος;char-offset:4671;PLACE;http://pleiades.stoa.org/places/1224;Pontus Euxinus;43.0786852;34.7425505;water-open;VERIFIED;natural feature|water mass;
f023b7e6-abde-411c-9e9c-4ddec8821a53;Θράκιος Βόσπορος;char-offset:4697;PLACE;http://pleiades.stoa.org/places/520977;Bosphorus;41.119444;29.075278;water-open;VERIFIED;natural feature;
a5ea1662-8115-45d6-8649-a3567c60e8e3;τὰ στενὰ;char-offset:4714;PLACE;;;;;;UNVERIFIED;natural feature;
9338fc63-80c7-4796-a2ee-714e3a01fcc1;Δαρεῖος;char-offset:4727;PERSON;;;;;;;;
966a15da-2582-4cd2-9853-71ae4f188abd;Σκύθας;char-offset:4747;PLACE;http://pleiades.stoa.org/places/1273;Scythia;47.5;27.5;region;VERIFIED;ethnos;
da72f19c-69cd-44bb-8e58-543f34391367;Περσικὴ;char-offset:4785;PLACE;http://pleiades.stoa.org/places/29713;Persicus Sinus/Erythr(ae)um Mare;27.0000001;50.9999999;water-open;VERIFIED;natural feature|water mass|sea;
daff8891-a358-4109-a535-e73679ef64ab;Περσικὴ θάλασσα;char-offset:4785;PLACE;;;;;;UNVERIFIED;;
1ba406ef-1731-44cc-ab61-5de10bd7b802;Καρμανίας;char-offset:4841;PLACE;http://pleiades.stoa.org/places/29517;Carmania;27.5;57.5;region;VERIFIED;region;
ca3c6b6e-38d0-48a8-8a9f-a27db6648148;Ἀραβίας;char-offset:4855;PLACE;http://pleiades.stoa.org/places/981506;Arabia;27.5;32.5;province;VERIFIED;region;
4788da60-2580-49d0-8d5e-ad9560a08271;τὸ μεταξὺ στόμα
Ἀραβίας καὶ Καρμανίας;char-offset:4909;PLACE;;;;;;UNVERIFIED;natural feature;
d5cb0ccf-19da-426e-bba4-06110194793a;Ἀραβίας;char-offset:4925;PLACE;http://pleiades.stoa.org/places/981506;Arabia;27.5;32.5;province;VERIFIED;region;
f99e2979-5975-498f-8a6d-b77d14e87c59;Καρμανίας;char-offset:4937;PLACE;http://pleiades.stoa.org/places/29517;Carmania;27.5;57.5;region;VERIFIED;region;
01a99705-632a-4c4f-a89f-393b8ea917ec;Ὑρκανία;char-offset:4965;PLACE;http://pleiades.stoa.org/places/884130;Caspium/Hyrcanium Mare;42.6759567125;49.98680535;lake,water-open;VERIFIED;natural feature|water mass|sea;
bcfb76ba-eefb-4a62-bbf3-56d49c9d8a30;Ὑρκανία ἤτοι
Κασπία θάλασσα;char-offset:4965;PLACE;;;;;;UNVERIFIED;;
9fa45f6a-8963-45f8-952b-40bc7d4fdc9a;Κασπία;char-offset:4978;PLACE;http://pleiades.stoa.org/places/884130;Caspium/Hyrcanium Mare;42.6759567125;49.98680535;lake,water-open;VERIFIED;natural feature|water mass|sea;
ae2fa63c-9715-466a-a293-b9c48dd5e76f;Κασπία θάλασσα;char-offset:4978;PLACE;;;;;;UNVERIFIED;;
8ca4b81c-0fd7-4527-83d9-4d1b2e711c48;Ἀράβιος κόλπος;char-offset:5113;PLACE;http://pleiades.stoa.org/places/39290;Arabicus Sinus/Erythr(ae)um/Rubrum Mare;19.0;39.5;water-open;VERIFIED;natural feature|water mass|gulf;
b20abb2f-a58c-4af0-902c-2d2f9d1b2967;Ἡρώων πολίτου μυχοῦ;char-offset:5163;PLACE;http://pleiades.stoa.org/places/746744;Heroopoliticus Sinus;28.166667;33.45;water-open;VERIFIED;natural feature|water mass|gulf;
ee91445d-738a-49b0-8d6c-adba1db39186;Ἡρώων πολίτου;char-offset:5163;PLACE;http://pleiades.stoa.org/places/727124;Heroonpolis|Patoumos/Pithom, Tell el-Maskhuta;30.55278;32.09944;settlement;VERIFIED;settlement;
989776db-20d6-40c7-afd3-237a5bcaff96;Τρωγλοδυτικὴν;char-offset:5192;PLACE;http://pleiades.stoa.org/places/39435;Trogodytice;17.5;37.5;region;VERIFIED;region;
f46b62e5-922e-45f9-87ff-1d3dd3e29cd6;Πτολεμαΐδος τῆς ἐπὶ θήρας;char-offset:5214;PLACE;http://pleiades.stoa.org/places/39409;Ptolemais Theron|Ptolemais Theron, Trinkatat;18.222236;38.184316;settlement,port;VERIFIED;settlement;
426de158-b670-4fb4-83e9-68f3c5cae34d;τὰ δὲ  κατὰ
Δειρὴν στενὰ;char-offset:5261;PLACE;;;;;;UNVERIFIED;natural feature;
ffdab691-e93c-4861-ba3a-15ad5ef9e80b;Δειρὴν;char-offset:5273;PLACE;http://pleiades.stoa.org/places/39335;Deire|Deire, Ras Siyan;12.469263;43.322268;settlement,cape;VERIFIED;settlement;
31cd6d22-09a2-443c-a9b3-fa2e6d82922a;Ἐρυθρὰν;char-offset:5360;PLACE;http://pleiades.stoa.org/places/39290;Arabicus Sinus/Erythr(ae)um/Rubrum Mare;19.0;39.5;water-open;VERIFIED;natural feature|water mass|sea;
fd8aa011-9c22-44de-b20f-279d582aebdb;Ἐρυθρὰν θάλασσαν;char-offset:5360;PLACE;;;;;;UNVERIFIED;;Place category referred to the following ethnics.
d76ecad2-714c-4422-8e40-571195d07517;ὠκεανοῦ;char-offset:5381;PLACE;;;;;;UNVERIFIED;concept|natural feature|water mass|ocean;
621b9016-295b-4a38-b6a7-837b2865c04a;τὴν Ἀραβίαν πλευρὰν;char-offset:5412;PLACE;;;;;;UNVERIFIED;natural feature;
74ca4b19-88d2-477b-9e9b-a3f3e6f3de43;Ἀραβίαν;char-offset:5416;PLACE;http://pleiades.stoa.org/places/746711;Arabia Petraia;30.328611;35.441944;province;VERIFIED;region;
5cc949f7-fb78-4c0a-8304-969d2146af88;Αἰλανίτου μυχοῦ;char-offset:5436;PLACE;http://pleiades.stoa.org/places/746701;Aelaniticus Sinus;26.123397249999996;35.938032416666665;water-open;VERIFIED;natural feature|water mass|gulf;
c612d42c-5431-4ca6-aca9-849eb282c341;Ἀραβία;char-offset:5482;PLACE;http://pleiades.stoa.org/places/746711;Arabia Petraia;30.328611;35.441944;province;VERIFIED;region;
bedb85ef-e63d-499b-be9e-8d99871636ab;Ἐρυθρὰν;char-offset:5497;PLACE;http://pleiades.stoa.org/places/39290;Arabicus Sinus/Erythr(ae)um/Rubrum Mare;19.0;39.5;water-open;VERIFIED;natural feature|water mass|sea;
34069905-1649-410e-a79a-65020463270a;οἰκουμένης;char-offset:5572;PLACE;;;;;;UNVERIFIED;concept;
aea30e3a-316a-4959-97a8-a9c6f93a36f9;Γάγγου;char-offset:5587;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
bbd7eccd-6015-43e1-adc6-82faf35af6f2;Γάδειρα;char-offset:5601;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
2d1ba574-c3af-48cd-8f3e-da6f7cae32e4;Γάγγου;char-offset:5654;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
8d26081c-291d-434b-b143-99290f34cbe9;Γάγγου ποταμοῦ;char-offset:5654;PLACE;;;;;;UNVERIFIED;;
8e6794e5-53a5-4b93-bb42-3cc728bdc9be;Μυριάνδρου;char-offset:5673;PLACE;http://pleiades.stoa.org/places/658541;Myriand(r)os|Myriandros/Myriandos, Ada Tepe;36.4941667;36.02416670000002;settlement,port;VERIFIED;settlement;
14374109-0f0e-468a-929c-c49d920ea1f5;Μυριάνδρου τῆς ἐν Ἰσσικῷ κόλπῳ;char-offset:5673;PLACE;;;;;;UNVERIFIED;;
c7355d29-571f-4b76-8b2a-3618c21829c4;Ἰσσικῷ κόλπῳ;char-offset:5691;PLACE;http://pleiades.stoa.org/places/658489;Issicus Sinus;36.579722;35.83;water-open;VERIFIED;natural feature|water mass|gulf;
09f3214f-e8d7-4fdc-b5da-f9067a59c3cc;Γάγγου;char-offset:5758;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
800bb3bb-de06-4b9b-9a9c-2e1055658c07;ἐκβολὰς Ἰνδοῦ ποταμοῦ;char-offset:5770;PLACE;;;;;;UNVERIFIED;natural feature;
eaab7c01-634d-4145-9b2e-5ef8f72cd644;Ἰνδοῦ ποταμοῦ;char-offset:5778;PLACE;;;;;;UNVERIFIED;;
e0e45a3f-be38-4e46-8fbf-578c7fe7404b;Ἰνδοῦ;char-offset:5778;PLACE;http://pleiades.stoa.org/places/59851;Indus/Sinthos/Phison (river);29.0592303;70.12808435;river;VERIFIED;natural feature|water mass|river;
68948f6e-8972-4c5b-b700-0b0bcd320fee;Ἰνδοῦ;char-offset:5815;PLACE;http://pleiades.stoa.org/places/59851;Indus/Sinthos/Phison (river);29.0592303;70.12808435;river;VERIFIED;natural feature|water mass|river;
e6dd4618-beea-49ff-a273-29c3b3fb72de;Κασπίων πυλῶν;char-offset:5825;PLACE;http://pleiades.stoa.org/places/863824;Kaspiai Pylai/Caucasiae Portae|Kaspiai Pylai/Caucasiae Portae, Barrington Atlas grid 88 C2;42.388983;46.4302425;pass;VERIFIED;natural feature;
e3e68460-4403-47b1-8b4d-888964332bb0;Εὐφράτην;char-offset:5881;PLACE;http://pleiades.stoa.org/places/912849;Euphrates;33.82173363333333;42.27809201666667;river;VERIFIED;natural feature|water mass|river;
3c154cca-4f6f-4038-85d9-b9d750d361ec;Μυρίανδρον;char-offset:5913;PLACE;http://pleiades.stoa.org/places/658541;Myriand(r)os|Myriandros/Myriandos, Ada Tepe;36.4941667;36.02416670000002;settlement,port;VERIFIED;settlement;
29343ca8-2e8b-4d78-bb3a-1ed2dbe5e54c;Μυριάνδρου;char-offset:5946;PLACE;http://pleiades.stoa.org/places/658541;Myriand(r)os|Myriandros/Myriandos, Ada Tepe;36.4941667;36.02416670000002;settlement,port;VERIFIED;settlement;
7bb5a92a-84e0-4976-83a3-a8766623ab8c;Γάδειρα;char-offset:5961;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
a339c81e-3794-4075-a7da-262878ee079e;Μυριάνδρου;char-offset:6003;PLACE;http://pleiades.stoa.org/places/658541;Myriand(r)os|Myriandros/Myriandos, Ada Tepe;36.4941667;36.02416670000002;settlement,port;VERIFIED;settlement;
a46d7c95-8a6a-42f9-96a2-1ab3247392f0;Κλεῖδας Κύπρου;char-offset:6018;PLACE;http://pleiades.stoa.org/places/707537;Kleides Pr.|Kleides Pr./Dinaretum Pr./Oura Boos Pr., Cape Apostolos Andreas;35.69504;34.58756;cape;VERIFIED;natural feature|promontory;
d5bc919d-5b4e-43bd-a83e-592151d42eff;Κύπρου;char-offset:6026;PLACE;http://pleiades.stoa.org/places/707498;Cyprus (island);35.04136726070336;33.27561106024465;island;VERIFIED;natural feature|island;
6bd84e0b-7659-4110-adfb-df69844ca8d3;Ἀκάμαντα τὸ ἀκρωτήριον;char-offset:6066;PLACE;;;;;;UNVERIFIED;;
a7ebf2fa-6217-4fe8-8f2a-671ceabe23f7;Ἀκάμαντα;char-offset:6066;PLACE;http://pleiades.stoa.org/places/707455;Akamas Pr.|Akamas Pr., Cape Arnaoutis;35.103333;32.2875;cape;VERIFIED;natural feature|promontory;
d5285150-6c7a-45f0-a7f4-433290ae1c97;Χελιδονίας;char-offset:6109;PLACE;http://pleiades.stoa.org/places/638799;Chelidoniae (islands)|Chelidoniae Inss., Beş Adalar;36.19053;30.40531;archipelago;VERIFIED;natural feature|island;
1ca47d26-a8e5-4c08-a1d5-e315aeb8cc47;Παμφυλίου;char-offset:6124;PLACE;http://pleiades.stoa.org/places/639035;Pamphylium Mare;36.5345001;30.66370135;water-open;VERIFIED;natural feature|water mass|sea;
0c5a2ec7-5cb1-4d43-9b09-3a4a86028eb8;Παμφυλίου πελάγους;char-offset:6124;PLACE;;;;;;UNVERIFIED;;
83c92031-9b43-4063-b589-2037e582f8cb;Πάταρα;char-offset:6159;PLACE;http://pleiades.stoa.org/places/639042;Patara/Arsinoe|Patara/Arsinoe, Gelemiş;36.26018;29.314279;architecturalcomplex,port,city-gate,aqueduct,settlement;VERIFIED;settlement;
59003cbf-c72d-4414-9785-b7f3b9b7e2c5;Ρόδον;char-offset:6182;PLACE;http://pleiades.stoa.org/places/590031;Rhodos (island)|Rhodos Ins., Rhodos;36.195597;27.964125;island;VERIFIED;natural feature|island;
6c4ea34b-76e2-4e14-a5ed-6005d3f0f595;Ἀστυπάλαιαν;char-offset:6202;PLACE;http://pleiades.stoa.org/places/599535;Astypalaia|Astypalaia, Astypalaia;36.547366;26.35142;settlement;VERIFIED;settlement;
7161cb9f-b47a-4244-a56c-3ed8e87d80ee;Καρπαθίου;char-offset:6218;PLACE;http://pleiades.stoa.org/places/599691;Karpathion Mare;36.688179500000004;27.372838499999997;water-open;VERIFIED;natural feature|water mass|sea;
0b844aab-384f-4330-97f0-99563fde923f;Ταίναρον;char-offset:6243;PLACE;http://pleiades.stoa.org/places/570703;Tainaron Pr.|Tainaron Pr., Akr. Tainaron;36.3856534;22.4831905;cape;VERIFIED;natural feature|promontory;
c123ca86-b576-445a-9529-89db9628b3f8;Πάχυνον;char-offset:6269;PLACE;http://pleiades.stoa.org/places/462405;Pachynum Pr.|Pachynum Pr., Capo Passero;36.68882;15.15171;cape;VERIFIED;natural feature|promontory;
c169907a-3eb7-4a75-8715-a6361655c270;Πάχυνον Σικελίας;char-offset:6269;PLACE;;;;;;UNVERIFIED;;
39b92929-2b5a-4d6e-a09b-3bffddfdfe61;Σικελίας;char-offset:6277;PLACE;http://pleiades.stoa.org/places/462492;Sicilia (island);37.47230988464223;14.258442358012013;island;VERIFIED;natural feature|island;
927caacc-8477-45bd-8ee4-95b3f5d1ff1e;Λιλύβαιον;char-offset:6301;PLACE;http://pleiades.stoa.org/places/462281;Lilybaeum|Lilybaeum, Capo Boeo, Marsala;37.7990835;12.434233;settlement;VERIFIED;settlement;
3d52c347-eb23-42b1-ac5b-ca8056bf9c2c;Λιβυκοῦ πελάγους;char-offset:6316;PLACE;;;;;;UNVERIFIED;;
ffd89f8a-9e2a-43df-b1e2-9b9fb8d729d2;Λιβυκοῦ;char-offset:6316;PLACE;http://pleiades.stoa.org/places/716590;Libycum Mare;31.5;25.5;water-open;VERIFIED;natural feature|water mass|sea;
1f0173c5-e257-4ed5-90e9-f78b5b1c2be5;Κάραλιν;char-offset:6353;PLACE;http://pleiades.stoa.org/places/471899;Caralis|Caralis, Cagliari|Cagliari;39.218721;9.116991;amphitheatre,bath,villa,settlement;VERIFIED;settlement;
c55c1ac7-cbd9-4af5-86d2-dc23a9b69226;Σαρδοῦς;char-offset:6361;PLACE;http://pleiades.stoa.org/places/472014;Sardinia (island);40.07256202831716;8.897134151294493;island;VERIFIED;natural feature|island;
1ef421bd-d663-4c73-8e4d-5fd85d116636;Τυρσηνικοῦ πελάγους;char-offset:6373;PLACE;;;;;;UNVERIFIED;;
ae9b9b2b-9a13-42f5-ad15-c969a2b05f7a;Τυρσηνικοῦ;char-offset:6373;PLACE;http://pleiades.stoa.org/places/1356;Tyrrhenum/Inferum Mare;41.664192791693274;12.054850937614777;water-open;VERIFIED;natural feature|water mass|sea;
2ec09d9c-6c7c-44a6-a0f4-865837b56c56;Γάδειρα;char-offset:6409;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
5d9a43dd-e4af-40d8-a8d3-1b0c851b2a72;Γυμνησίας  νήσους;char-offset:6431;PLACE;;;;;;UNVERIFIED;;
0c85949e-9872-4113-af6f-bdd33be12f61;Γυμνησίας;char-offset:6431;PLACE;http://pleiades.stoa.org/places/265817;Baliares/Gymnesiae Inss. (Maior et Minor)|Baliares Inss./Gymnesiae Inss., Islas Baleares;39.5;3.0;archipelago;VERIFIED;natural feature|island;
02bb236a-20a3-4486-81ca-9dc49ed7d756;Γαδείρων;char-offset:6467;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
419990c5-c64b-46f3-8271-d7d5453148e9;Ἱεροῦ
ἀκρωτηρίου;char-offset:6483;PLACE;http://pleiades.stoa.org/places/472125;Sacrum Pr. (promontory)|Sacrum Pr., Îles Finocchiarola;42.98429;9.46911;island,cape;VERIFIED;natural feature|promontory;
90718ff4-0025-4d59-b063-b089a7eb1d80;Ἀρτάβρων λιμένος;char-offset:6504;PLACE;http://pleiades.stoa.org/places/236344;Artabris Sinus/Megas Limen;43.5;-8.5;water-open;VERIFIED;;
0cb872d9-707a-49a2-9838-4258b84df640;Γάγγου;char-offset:6592;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
9e7a5138-0072-4441-af01-f13125bdf0eb;Εὐφράτου;char-offset:6603;PLACE;http://pleiades.stoa.org/places/912849;Euphrates;33.82173363333333;42.27809201666667;river;VERIFIED;natural feature|water mass|river;
723099be-2580-4a67-91c1-82bbd2cf2228;Εὐφράτου
ποταμοῦ;char-offset:6603;PLACE;;;;;;UNVERIFIED;;
